trackNum,lifetime,max_intensity,background,totaldisp,max_msd,catIdx,aux,avg_rise,avg_dec,risevsdec,avg_mom_rise,avg_mom_dec,risevsdec_mom
1-1437,4,1907.1854577240204,1697.6879753997107,0.3434049088811686,4.480205379147877,1,0,429.81916321230983,-494.65939968901745,1.1666666666666667,905.2666625116583,-738.4281405563086,0.7142857142857143
1-1440,4,629.4703045010164,1518.6729603091171,2.0704434807758085,9.390790864051535,1,0,288.5760123193133,-259.13315904841164,0.8571428571428571,784.3212014554929,-384.86977877170676,0.5
1-1441,3,603.0165665647918,1310.517030900034,2.6236794219845407,6.883693709345133,1,0,179.65581946615768,-138.7885033618843,1.4,133.70386805900756,-244.6494936959468,1.75
1-1442,2,836.688807143186,1724.4610531155274,1.4057081819654216,1.9760154928445308,1,0,298.8446538093123,-420.2915108885305,1.2,427.4142328585185,-721.8630105081858,1.5
1-1443,34,3047.0289252625207,1430.4847239025341,5.153886170172773,5.958634634698551,1,1,319.4748152888912,-413.3978320762833,1.263157894736842,683.8806119804409,-580.3998825595519,0.8260869565217391
1-1444,17,2347.0779471811024,1483.7261610119074,9.699482165843339,27.768398127677308,1,0,546.6612965652986,-399.8103448514721,0.7333333333333333,831.1856884809708,-669.2327932326416,0.7857142857142857
1-1448,3,561.4666245070744,1475.8326219024161,2.0705014310109204,11.684544322450584,1,0,151.5216070088017,-102.19827777334966,0.7142857142857143,234.89483900107916,-258.95894729102275,1.2
1-1449,17,1052.640255222528,1467.7971868993134,4.089182642375341,13.823746376557517,1,0,228.7393707748283,-268.8238961360557,1.1666666666666667,506.91929257719295,-430.27778131793286,0.9230769230769231
1-1450,8,746.8571362773133,1376.1161386713904,3.986953221248205,15.895795988421437,1,0,245.2413738341614,-173.9212980827361,0.7,340.5140418499034,-431.9716165626619,1.2857142857142858
1-1451,3,490.36428150025614,1405.1549771165387,0.00852220896808964,7.262804569578748e-05,1,0,259.7411586680854,-281.08420001032437,1.4,519.2823966532624,-385.1292211736132,0.8333333333333334
1-1452,10,882.3980751516092,1618.5379716396046,2.607298068983861,6.7980032205269705,1,0,246.5812369075845,-338.1648181183323,1.375,554.6530450110299,-532.9572873246784,1.0
1-1453,2,542.6437331213237,1290.6875710527104,2.12274640117894,4.506052283718141,1,0,148.1464570367479,-153.1331053271728,0.8333333333333334,250.09956836049125,-143.7318807029728,0.6666666666666666
1-1454,2,551.2810135706874,1222.1513822227698,0.48926652811745674,0.23938173553611009,1,0,93.17679023448896,-165.9742365549892,1.75,197.6339819900618,-266.3798213887315,1.5
1-1458,21,1309.431327480201,1304.4768722287254,1.4171629038244513,3.9655446385694284,1,0,185.02065663202816,-265.90435888403323,1.3076923076923077,378.3278590813583,-348.02018497717495,0.9333333333333333
1-1460,71,3877.3483892129243,1888.025703102191,3.33522176649078,1.596994809342231,1,0,365.41953343567144,-356.5902397586949,0.9512195121951219,686.3066201327796,-574.8297878876252,0.8372093023255814
1-1463,5,1297.6797962768305,1355.863100351522,2.931073491702105,8.591191813758769,1,0,268.44060551536955,-460.0145467449147,1.8,578.0361797612204,-394.28041559007374,0.625
1-1465,55,3157.1576871630805,2090.570318727757,5.093812809553114,2.235961500269791,1,1,331.28641431400035,-332.50489154961906,0.9393939393939394,483.1446839053294,-659.3879857144232,1.3333333333333333
1-1467,12,1156.28533300968,1385.8111940404028,2.317871597262063,20.553196532304582,1,0,181.695295538562,-199.96923560844013,0.9090909090909091,284.2878722771241,-421.2251057452039,1.5
1-1468,15,941.1180984542867,1461.3462130724968,1.628116138110397,8.866596914335759,1,0,220.88097053674983,-291.9735823202537,1.1818181818181819,440.77173938224405,-464.75322940369585,1.0909090909090908
1-1469,2,640.4862110091915,1367.475435893665,2.2466316724036286,5.047353871447125,1,0,194.0528663435108,-164.09300337071056,1.2,292.9610296174781,-308.63924272391495,1.0
1-1470,4,486.20039315269156,1296.0257932068944,3.017043839735011,9.102553530882979,1,0,168.61450280832068,-128.4665486508308,0.625,258.18290966201783,-275.0977743083229,1.0
1-1472,3,1213.819021368572,1484.8573144573054,1.0436042188184007,1.0891097655355646,1,0,359.1793233412684,-430.0821875862361,1.0,524.7862469476299,-568.5533672243374,1.2
1-1474,7,4557.916305950274,1656.149943737273,1.6553888190398702,5.917366642426499,1,0,2028.909400218461,-1310.5871539662598,0.6,1824.0153823026772,-2731.6680651943184,1.1428571428571428
1-1476,7,731.204618602932,1354.8340891182204,2.9087064191834786,9.27111006788337,1,0,194.99038928194943,-251.250203097432,1.2857142857142858,395.8658065977701,-362.1306738618483,1.1428571428571428
1-1478,3,650.949271905727,1396.7619529134424,1.2502511257295315,1.5631278773879609,1,0,141.4846344076064,-126.04240970508667,0.7142857142857143,236.57312492006122,-128.14781927302548,0.375
1-1479,2,432.206463035952,1250.7341136958355,2.856188202092809,8.157811045774153,1,0,89.65128256616279,-103.0638389681544,0.5714285714285714,202.1559217066428,-132.17679401576558,0.6666666666666666
1-1480,3,464.5203949238926,1255.5264266434506,0.6045020623324274,9.200484680695034,1,0,241.2377564439452,-198.91752977188105,1.0,455.9812611855656,-342.3211676624025,0.8333333333333334
1-1484,3,1576.9725477374018,1377.5880393966027,2.719410597907846,7.395194000013508,1,0,480.7683233267174,-393.16782659230194,0.7142857142857143,553.0770380070915,-974.0725971764155,1.75
1-1485,3,601.1184991261196,1400.799036051868,2.749132070382652,7.557727140406407,1,0,244.48061417826395,-209.42316853431643,1.0,490.4034980646764,-326.77269714053506,0.5714285714285714
1-1488,24,1658.8176644976884,1461.9704336008472,0.47136822898521513,2.364322476137723,1,0,167.1353640176305,-249.6256123161355,1.3571428571428572,304.2169839935118,-339.5080099083026,1.1333333333333333
1-1489,2,692.4601997103048,1409.9268568136647,1.0436622201248489,1.0892308297159283,1,0,229.5521755499921,-332.2027892484508,1.75,638.2329444550286,-392.7330824416064,0.6666666666666666
1-1490,2,718.7179191489499,1567.751436971654,0.7282358417149586,0.5303274411582942,1,0,615.0030837653457,-257.50308850890514,0.375,777.3344209423241,-546.4706015847445,0.6666666666666666
1-1494,40,2792.9956813497865,1654.182762805748,4.828283834143278,6.93430134269973,1,1,338.9247827172582,-370.60244697216103,1.0416666666666667,764.0696922776868,-559.8697005214273,0.7142857142857143
1-1495,33,5850.033429423818,2625.5638395043916,1.7033959727204124,0.8603014381885394,1,1,527.7476531407987,-636.4036611643622,1.1,1001.7673853897256,-951.9895716286337,0.9523809523809523
1-1497,6,546.125634298431,1246.9366467508664,3.93459745530121,15.481057135262759,1,0,99.29497861411272,-155.31771637128745,1.1428571428571428,177.6322016954839,-182.1091723905501,1.0
1-1498,2,635.7485382058932,1402.651404756766,2.452632846624294,6.015407880340389,1,0,179.11084909088603,-269.52416196084476,1.2,315.1509506241025,-369.07099004287284,1.5
1-1499,2,536.9520954539839,1328.952243352138,2.6842556973059506,7.205228648519456,1,0,87.08132168022522,-117.3670847254445,0.8333333333333334,144.02181938512226,-122.9473523971322,1.0
1-1501,53,2527.159762837099,1401.778031031091,4.557664261318827,4.547176753241864,1,0,264.43738234665705,-333.2308394446152,1.2962962962962963,463.8935469373831,-571.8288709922798,1.2592592592592593
1-1502,3,459.2072444849808,1238.672714365956,3.255915916523005,10.60098845546784,1,0,253.19880360581996,-298.6997977731396,1.0,484.5678752969947,-635.9275243133077,1.2
1-1504,13,832.9980934418597,1265.2063523260022,2.626356963720027,8.914490548014808,1,0,194.13631620476028,-204.83836686617946,1.4444444444444444,373.73166637625656,-333.56287867611206,0.9090909090909091
1-1505,9,1151.646949397214,1647.370605120057,0.29344590036084967,8.830102759056336,1,0,204.39392444541454,-199.5322974145718,1.0,222.2902830426495,-266.7218483612494,1.4285714285714286
1-1506,3,470.53345165120356,1233.335432572182,1.7995966140472317,3.2385479732902613,1,0,224.2613757172599,-173.41710074952948,0.7142857142857143,412.0532289767846,-327.58103812227654,0.5714285714285714
1-1509,11,573.5220082191951,1267.4115969375828,3.8843650343537424,17.965385900340085,1,0,178.27169144061642,-164.2655512650068,1.0,371.2875012891372,-254.34336595748374,0.7272727272727273
1-1512,3,868.4531139456759,1735.562770317138,1.7769042132799078,6.309072546809372,1,0,255.35880062613492,-435.328941843871,2.0,544.5940255850807,-627.7376579380582,1.2
1-1513,3,639.2062797236297,1507.6610420705513,4.100987709572239,16.818100194062563,1,0,232.62688516036795,-300.53868517242637,1.0,434.4302336631606,-468.91826854456156,1.2
1-1514,8,661.4978974138991,1365.5085500757082,1.1737397152169133,3.3241916947202195,1,0,120.0891057140879,-97.4675742407356,0.8888888888888888,206.71877318658258,-188.1134999422073,0.7777777777777778
1-1515,59,2446.560622438509,1362.0470064051601,3.7631509185115735,1.412023088694335,1,1,222.77680268937485,-232.05824174104126,0.9428571428571428,416.85481328351415,-330.498449174141,0.8108108108108109
1-1516,2,1049.6061263514357,1579.8837123901985,1.9007484326902027,3.6128446043742617,1,0,342.18517443303995,-318.67187853713347,1.2,749.2038891982647,-495.09361095462833,0.6666666666666666
1-1517,2,641.7535959233437,1301.4594055949108,1.7313485602772538,2.9975678371741195,1,0,183.48341248927636,-350.8574234156367,2.6666666666666665,323.40284453158057,-460.9806859741679,1.5
1-1518,3,1308.641246360737,1475.4048601789355,1.7086630484516467,2.9195294131440748,1,0,358.3406731428486,-328.4241886965078,1.0,581.7219195235617,-711.4558159580699,1.2
1-1519,6,702.8438701051327,1312.2348487728439,1.118447423057482,6.404129521023077,1,0,168.50280477731604,-194.16370010426894,0.875,290.51613706971943,-341.7662477599603,1.0
1-1520,40,2268.542275180291,1386.6604942513748,1.6985883079897406,2.6421964072233672,1,1,171.09616307800516,-247.72193763504825,1.45,345.389694431446,-299.11767757987275,0.8461538461538461
1-1521,72,7761.770506186996,2197.5934683865057,3.183445456801129,0.6786355385736113,1,1,585.4152240971955,-777.8280797268804,1.3142857142857143,995.2333997923852,-1162.6604702764112,1.162162162162162
1-1522,41,3568.8599765873782,1456.8686601632903,3.3981385105919175,2.6359054880195347,1,1,269.9558587718628,-324.8062548150718,1.173913043478261,509.4894040167789,-437.5777608645762,0.8846153846153846
1-1524,3,962.3911201744255,1351.2315816887763,3.0424953067886484,9.256777691830951,1,0,433.98533478568123,-249.70185841001424,0.5,646.1830172623311,-588.8323925878447,0.8333333333333334
1-1526,3,618.3357270159756,1371.4777029526397,3.871394876611366,14.987698290652736,1,0,209.89928578135732,-225.82233998161587,1.0,388.34171703308965,-363.8650793306292,0.8333333333333334
1-1529,4,1010.501692684522,1383.4827485190212,1.8326675367697105,5.138104014612737,1,0,297.7508329966944,-258.26484800546183,0.8571428571428571,408.52165904484673,-472.34790254204125,1.0
1-1530,2,1519.1948932241294,1426.3067825652652,0.23098699692679714,0.05335499274926019,1,0,558.9346701810896,-291.1522249247494,0.5714285714285714,499.4054970201916,-1020.5132875926371,2.3333333333333335
1-1536,3,838.5653830700961,1348.2266003468403,1.643002090169605,2.699455868301691,1,0,150.72087475632807,-228.4550476587949,1.4,278.5736468976556,-269.47472758409,0.8333333333333334
1-1537,2,563.1691160643655,1503.3536699265458,1.745327278752646,3.046167309958116,1,0,351.769782937763,-198.22368922341929,0.5714285714285714,560.6136086374129,-438.4897557845032,0.6666666666666666
1-1541,6,1133.1646660202525,1400.9385353676087,4.667207818596633,21.782828821969538,1,0,396.2181552050934,-206.44836544963437,0.6666666666666666,641.2650628016763,-492.5957064896069,0.75
1-1542,5,1675.8577909504938,1469.9134155289007,3.1136737525782605,9.694964237494785,1,0,308.53414173258034,-430.0869948593181,1.3333333333333333,662.3548734571933,-683.343587249827,1.1666666666666667
1-1543,2,535.873774248909,1314.297969422748,2.0093201332617405,4.037367397930979,1,0,179.60496966992943,-299.1695697841736,2.6666666666666665,366.2834168777391,-352.5234288804976,1.0
1-1544,11,676.532948791897,1275.5140783192267,1.547311321095139,9.83425263700357,1,0,159.6389897377294,-132.18373660907773,0.8181818181818182,265.2087973801506,-213.51090374941106,0.9
1-1546,13,1179.9895170130699,1340.271965841154,11.415737678550347,75.52392275163665,1,1,293.5767013028988,-202.9932442216648,0.5714285714285714,364.2227699740425,-487.9849473346801,1.3333333333333333
1-1547,4,747.761962503034,1409.6792387242797,4.3381902900078,18.81989499231796,1,0,369.40949566274736,-173.56079188092633,0.4444444444444444,473.2925570217048,-438.90046503297776,1.0
1-1548,4,691.6281275172894,1305.0574584742012,1.2649455380642263,3.014104557897764,1,0,142.38359451638797,-179.3619985919828,1.1666666666666667,328.44451455702387,-212.5607134430524,0.7142857142857143
1-1550,3,2681.592565205812,1645.4734139037932,3.609469206698734,13.028267954106386,1,0,891.5161078035645,-936.1601508585953,1.0,1369.4605306354576,-2496.041652185561,1.75
1-1551,66,3769.433488505828,1650.0825343212937,1.897711586193826,0.6569008935110078,1,1,336.87797646843933,-358.63599420839694,1.027027027027027,579.8819747892022,-504.6812792507959,0.8974358974358975
1-1552,3,964.1664719081392,1500.1153428431473,1.5771256272507235,2.985457661466218,1,0,166.24195220393636,-301.1540061896808,1.4,144.2981859297952,-432.5087702818355,1.75
1-1554,6,532.3834367701055,1254.0115788886865,1.4791002452821311,2.721136721023156,1,0,210.57697047924427,-168.40244757339727,0.875,297.79403332493797,-355.94188639606904,1.3333333333333333
1-1555,34,4525.827421855124,1911.6590028384321,6.200955578398407,6.373268600451403,1,0,561.1604901835009,-467.768652252125,1.15,1003.3964187802243,-747.1901955280251,0.75
1-1558,3,461.03977285810447,1295.3887726850633,2.9371970726458945,8.627126643559611,1,0,162.0752597225887,-207.27221845645917,1.4,412.7929019440857,-263.865747001916,0.5714285714285714
1-1560,2,603.3803964700372,1256.5247639283602,2.830642621199275,8.012537648949902,1,0,202.3905366865019,-166.9792820157569,0.8333333333333334,304.1160828890938,-177.44044782846746,0.6666666666666666
1-1561,2,756.2430066120096,1379.5893138722902,0.3109772408613551,0.09670684433374126,1,0,272.32972796384604,-202.1028283916361,0.5714285714285714,329.83331426140825,-436.258412871646,1.5
1-1564,7,1670.043139979312,1472.8569228919284,4.35052702496901,18.927085394985703,1,0,335.6785134501965,-177.87814722277798,0.6,205.91210927504926,-359.1443533718059,1.5
1-1565,3,1048.7398827232287,1787.6409341502087,0.5854003848537409,0.342693610586908,1,0,190.41588758734244,-214.77417610389097,1.4,367.4269039685645,-195.98082797709154,0.5714285714285714
1-1567,4,884.2468576570972,1457.358095074958,4.59670357864556,21.129683789932894,1,0,259.5245574400938,-206.91463601909845,0.8571428571428571,329.8104631677652,-334.2938883806448,1.0
1-1569,2,962.3805855655528,1306.8065739785523,2.2149113627308097,4.905832344754053,1,0,202.35518815474734,-263.80535830850306,1.2,305.42474928068765,-578.4011893792601,2.3333333333333335
1-1571,17,9057.742914781707,2693.1246896445623,5.609863887740183,20.454887659844594,1,0,1424.9214276930124,-1393.6793811050893,1.6,1898.74787078085,-2132.0793333152765,1.5
1-1572,3,951.3421000193763,1518.3571079662715,2.618360984476697,7.735605510162849,1,0,259.2259887648453,-331.9827273945259,1.0,381.57587088834754,-585.8996893330727,1.75
1-1573,47,2683.610663699114,1414.9063334965854,5.0404496757133375,9.836241453542682,1,1,319.19900246125843,-304.5314619618475,0.9310344827586207,508.6876889348966,-490.52365199043214,0.9642857142857143
1-1574,26,3959.3336575337207,1922.2989985474997,1.4127171526386573,2.822284105674542,1,1,359.84936047185874,-399.47665061597144,1.0588235294117647,657.7050683723387,-646.7050437961552,1.0
1-1575,37,849.3663527639484,1205.0638336407653,6.759299022803631,6.652779523950946,1,0,164.171531056312,-204.14332408488184,1.1904761904761905,331.91772957528866,-321.3476127157357,0.9565217391304348
1-1577,6,5517.50551390465,2440.840521691698,4.776624752549831,22.816144026671736,1,0,989.3083819823349,-1060.0881394883668,1.1428571428571428,1105.2619384025697,-1857.5813631427359,1.8
1-1580,6,1041.0832310648268,1365.9004835950682,5.091406984976473,27.272677022172697,1,0,302.4395579005697,-455.72107646438,1.5,710.7655427038108,-554.5447410596604,0.75
1-1581,3,468.8177365244836,1410.8532289440043,3.010751117949844,9.064622294236237,1,0,335.1831861162073,-256.04815487047216,0.7142857142857143,641.8227810777547,-574.745516733732,0.8333333333333334
1-1582,57,2723.2953536957543,1686.7018696931596,6.666152211710441,3.043810959356413,1,1,306.12695296192214,-267.7241791931786,0.9411764705882353,425.90092981031506,-498.7599533050634,1.1666666666666667
1-1587,54,2819.188085470544,1679.7653186427417,0.5454550369236608,1.5127201967934618,1,0,220.6221688155503,-243.67272209451625,1.1,342.721773327808,-367.79212602169684,1.0666666666666667
1-1589,2,533.1010802127531,1348.6303930104168,2.442009298998173,5.963409416393548,1,0,263.5146204281042,-190.08429669085035,0.5714285714285714,354.8406550944019,-477.38883288873615,1.5
1-1591,6,1023.1377078682457,1459.8563559752765,1.415576415027118,4.531639319530182,1,0,262.98900334124187,-280.9287541748509,1.1428571428571428,410.6437581190525,-439.3885226428928,1.0
1-1592,12,1236.6679685945276,1404.4360371843243,4.10147652932601,12.982144049954487,1,0,454.5942546904339,-341.21283752375007,0.9090909090909091,736.2376059983176,-580.4848168469197,0.8181818181818182
1-1593,2,512.2470287775018,1349.5341383504676,2.4529636570988536,6.017030703047783,1,0,234.2770717667728,-165.20206023841797,0.5714285714285714,438.10021342967536,-307.37837466790734,0.6666666666666666
1-1594,3,501.03571490230195,1301.3757319744452,2.741512490675209,7.515890736528188,1,0,209.81236301598855,-240.16718371320079,1.0,435.5573005904609,-344.31804172154904,0.8333333333333334
1-1595,3,634.5102432691962,1354.1978192580214,3.1148138061335824,9.702065046880374,1,0,327.43479799724065,-307.55382232977365,0.7142857142857143,454.0626187031799,-522.8937791281894,1.2
1-1596,12,7164.240223923492,2760.1225117658455,2.4106449724962156,5.9994015202657085,1,0,1859.7357015545876,-3468.6907097106546,2.0,3455.112450219176,-4704.313057940597,1.2222222222222223
1-1598,56,2623.4030174719474,1387.3154648441373,2.4446112771585122,2.9512335320469307,1,0,240.3938219696998,-281.99439108292853,1.1666666666666667,420.70309495956644,-430.0149857180353,1.0
1-1602,4,449.7461310142807,1269.155351399354,1.1992317994872326,4.139828537452022,1,0,93.83328017363522,-74.93526236168006,0.8571428571428571,167.38469658859148,-99.46905915225382,0.7142857142857143
1-1606,3,1093.4656644198924,1527.853661381621,3.076999701335743,13.617832585793012,1,0,629.0274075867279,-508.4700020303807,0.7142857142857143,1204.8030036750076,-1017.8930343426256,0.8333333333333334
1-1607,16,1636.7121513317643,1354.502781923105,1.3028456550159007,3.303405819579685,1,1,180.60268975736344,-171.9142239024181,0.9230769230769231,330.0875907094159,-245.9788473849565,0.7142857142857143
1-1610,4,681.1782441291316,1346.3142800040196,2.61509683496888,6.838731456264254,1,0,128.7120281162445,-127.52172671975626,1.1666666666666667,174.77611543658335,-259.2716586753091,1.4
1-1611,2,1009.0316922472134,1396.4795742558615,2.0029414835281254,4.0117745864378485,1,0,356.59495921465043,-310.80883321728095,0.5714285714285714,571.1352885593565,-610.782438058274,1.0
1-1613,33,1677.8423626365532,1348.280307792428,1.9649409351721039,1.0179398689594958,1,0,204.65855825887522,-241.01884486951045,1.1,402.7412633763462,-338.7409578558863,0.782608695652174
1-1614,39,1735.1763883945287,1284.1521538653406,6.742971301804917,14.038103877901403,1,0,209.45716758588281,-178.30786009882596,0.7777777777777778,283.5077880604708,-335.3403464451422,1.1363636363636365
1-1616,7,587.0855431241481,1275.697770496452,1.5024547389557033,9.99127284379133,1,0,165.7766549956037,-317.7450779942963,1.6666666666666667,359.20021989750455,-473.5342489339927,1.1428571428571428
1-1618,2,836.8746771353302,1372.9423969028462,1.4929450167780225,2.2288848231223297,1,0,234.41875094731867,-199.1576210975637,1.2,310.4826609060251,-291.98580218769195,0.6666666666666666
1-1620,5,414.8511219460314,1212.9267941916144,1.1815664552928815,3.579072222228483,1,0,43.079001817486656,-77.32058119040876,1.8,83.43167204528784,-74.8423246515582,0.8571428571428571
1-1623,4,435.3371204767396,1221.7091855222582,1.3622871630259514,9.308187578254747,1,0,169.76731004562848,-213.15415462293365,1.1666666666666667,338.53786111533935,-296.745063462618,1.0
1-1624,2,533.6177490431728,1312.6147972184026,1.5126297048513793,2.2880486239987707,1,0,276.5193723492148,-134.1448589729785,0.5714285714285714,365.11916074057774,-267.9977077132587,1.0
1-1627,3,524.8514509936635,1466.937587280183,3.063555585093347,9.385372822956642,1,0,394.22212339902427,-321.59675796638174,1.0,942.4278799817373,-492.2125838311132,0.5714285714285714
1-1629,38,2739.751496326993,1672.8476271793488,1.348320182031342,0.9225870428192454,1,0,297.9815169304851,-292.6386745537024,0.9583333333333334,415.33237940532774,-540.9201243697256,1.3
1-1631,2,540.3514221237554,1290.1813653089823,1.710295581915055,2.9251109775181563,1,0,165.09968738328473,-149.47745940893032,0.5714285714285714,318.3629718294409,-261.48090384560703,1.0
1-1635,5,1133.5534257909683,1426.135757341191,7.258319447132172,52.683201196617084,1,0,384.61181515534616,-333.8720986453695,1.0,619.4290096794352,-447.8034426671469,0.625
1-1639,5,828.9247790650813,1342.473156703372,1.99213932689055,3.968619097743934,1,0,192.1305285901483,-418.9111970514332,1.8,584.3738697495397,-428.25160865463863,0.625
1-1643,2,605.9486964985449,1397.0889770759793,1.856283737122813,3.445789312706636,1,0,223.08387413237992,-246.11960165868953,1.2,494.6456772204624,-382.7474016498696,0.6666666666666666
1-1644,11,5750.263975793492,2441.791541364782,4.5826062884321495,30.020503556356104,1,0,1039.0545427959798,-1308.332834223656,1.2222222222222223,2472.9155625008716,-2246.142209871472,0.9
1-1646,3,434.0855550548221,1261.6362621453466,2.768182919567115,7.662836676183116,1,0,124.51121095632375,-165.24850713168726,1.0,269.9312285625017,-325.82909973210633,1.2
1-1649,3,924.3145445832723,1337.589614563637,1.6090801581079688,2.589138955216766,1,0,396.54522246130125,-308.56259780937177,0.7142857142857143,432.3971431697981,-735.5940908546106,1.75
1-1651,5,665.1949907894735,1422.9359776807391,2.105911789800764,8.843195250746481,1,0,296.84117528645936,-210.4659485541439,0.5555555555555556,414.97114818997267,-470.78243966702075,1.1666666666666667
1-1652,3,546.7937273611492,1259.225081348745,1.1867812078445552,3.300650543221969,1,0,190.90882064120774,-187.39773987335033,1.4,389.083204628416,-262.43966626864096,0.5714285714285714
1-1656,3,1155.715724642507,1424.6597698413655,1.652753257352113,3.867527913372886,1,0,190.94986387828854,-239.86538313927775,1.4,281.990770531391,-341.89011297398065,1.2
1-1657,9,1340.9093123107116,1554.7291521668353,1.312162469962495,4.101702455139139,1,0,300.331800297395,-338.4615051695397,1.25,572.9289026910619,-445.45494493771577,0.7
1-1659,7,653.8397555540258,1315.2296592859022,3.749583503344803,28.70276169369385,1,0,184.96368886608656,-220.28105182749175,1.0,302.9427310526905,-342.8962796618384,1.1428571428571428
1-1661,3,901.9652431229603,1393.176590709714,4.172463938677523,17.409455319564344,1,0,305.3032360020432,-193.9271307157575,0.7142857142857143,319.42520602681674,-492.11454962615267,1.75
1-1663,6,1332.0759869393676,1311.7138182862775,4.389776365627223,19.27013654021935,1,0,331.57688240905213,-480.54025043284463,1.5,498.93810769954837,-1152.3692983763635,2.5
1-1668,8,835.1635430238673,1448.0422566980928,0.4182359251381152,1.515741880446893,1,0,152.7739863845717,-230.2408623195507,2.4,235.96113361641517,-319.6345249636902,1.2857142857142858
1-1669,5,897.7773568249138,1436.0684318407273,3.5756940896568015,12.785588222806583,1,0,249.7850141534296,-343.55251618099004,1.3333333333333333,458.2446697526684,-483.4694484962293,1.1666666666666667
1-1673,15,793.2589681534208,1262.9700323040065,1.2272744786618668,3.5676828530117106,1,0,170.63636489236652,-154.17037624067962,0.7142857142857143,197.17053145290325,-356.5730915907388,1.5555555555555556
1-1676,2,1449.51087173616,1495.858236273455,0.6175620257337762,0.3813828556284052,1,0,392.3440214990205,-462.4802791230557,1.2,794.9492839615,-606.498575640666,0.6666666666666666
1-1677,2,315.9322546259615,1164.1679486083806,2.9556110970715235,8.735636957132334,1,0,142.55818960967648,-141.74994702604718,1.2,320.93952953603343,-231.05105246673418,0.6666666666666666
1-1679,2,767.1266040335212,1573.5650229520566,1.2298636498166073,1.5125645971402268,1,0,296.9271032581036,-306.9950361873724,1.2,411.50893802303904,-719.2608461965763,1.5
1-1680,35,1938.5738631712081,1428.3158816799623,2.0779739132775807,3.4921380778297206,1,0,209.0563821413102,-232.79259029443907,1.0952380952380953,413.54713489070224,-387.3771107069399,0.9545454545454546
1-1681,9,5788.292489899313,2667.9046755763084,5.594718835543242,31.300878848782325,1,0,1408.1344245300606,-992.4993750024013,0.6363636363636364,1997.7123484810825,-1868.4546921049846,0.8888888888888888
1-1684,7,8312.7339541119,3001.6507147988214,2.057686232818196,13.884326625408079,1,0,1252.4325045664345,-1280.8376920971855,1.0,1881.2213641863518,-2837.492258830664,1.5
1-1685,47,2786.8089497549186,1561.7647552874396,6.284444917423382,3.7822819647364554,1,1,263.7319045378873,-295.5026161507126,1.0740740740740742,451.82746877651334,-457.03882021202725,0.9642857142857143
1-1686,3,713.6514629516787,1326.0910032068173,3.6663085020092785,13.44181803190552,1,0,232.70580314524014,-186.62902490971535,0.7142857142857143,410.3219965546441,-324.7135340282983,0.8333333333333334
1-1687,2,927.8655901096728,1656.6418687663097,1.1164121851728501,1.246376167202418,1,0,258.18035318353947,-246.0119093605672,1.2,355.1659274005223,-441.00484050872535,1.5
1-1688,2,488.0120582711753,1373.3708101027369,0.7072983932615189,0.5002710171103262,1,0,257.3134058294079,-244.57877379941118,1.2,404.15739716375793,-470.0382648077789,1.5
1-1690,5,1477.9857458335016,1517.6701151854033,1.9522202402214839,3.8111638663304284,1,0,517.1107767336247,-291.1489894991092,0.5555555555555556,880.1481714768743,-555.7214502422261,0.625
1-1691,23,2043.6415429240658,1441.6032614753758,0.48667401456655884,3.1646893223642603,1,1,240.17769476736865,-226.02175906320034,0.8823529411764706,282.65529514659045,-415.9699398607731,1.3846153846153846
1-1692,10,1021.2436245932684,1429.303933144995,4.581665472181842,20.99165849898326,1,0,472.84611000043355,-437.1684420543787,0.9,761.5545750374772,-892.2152787173097,1.25
1-1694,4,1078.0434523663396,1514.576195574987,2.248159284905121,7.518518590807078,1,0,659.2880840645632,-390.2693188824416,0.625,866.1138510611721,-926.5710243809381,1.0
1-1696,57,2275.716034726849,1425.5563692202477,2.2490950445637563,2.5708146689885893,1,1,214.63617006284522,-227.41678445643572,1.0625,390.55856537910194,-323.6442722405642,0.8571428571428571
1-1698,2,2099.6811083123125,1905.5856408387526,2.3720799426000685,5.626763254085544,1,0,705.442381010026,-428.9519978223171,0.5714285714285714,831.1831660914298,-1168.3058357983277,1.5
1-1699,3,768.3255135752888,1387.7539591183695,3.754771303710739,14.098307543169645,1,0,377.91000742372813,-379.5395033502002,1.0,825.7281379689491,-685.6494658850874,0.8333333333333334
1-1700,8,2209.4549292569436,1484.5054256514684,5.033316740945152,25.33427741467872,1,0,428.6450343064786,-538.7262262579559,1.4285714285714286,880.9822024881103,-687.0685476086376,0.7777777777777778
1-1702,3,753.3365286764279,1323.5167846437237,2.583137539282942,6.672599546852733,1,0,360.1144856039781,-204.47134848087182,0.5,421.08109901179716,-414.395468325587,0.8333333333333334
1-1706,10,893.9179565254046,1333.0083529606127,3.19290614923842,13.707795248615824,1,0,218.56763632485274,-203.02468876935018,0.7272727272727273,279.2142262098488,-394.050502073664,1.5714285714285714
1-1708,5,588.0923579458669,1327.0729945177482,2.104324609673669,8.582345754173367,1,0,209.95487335141928,-206.46867955464617,1.3333333333333333,558.2861319277727,-250.79203039856299,0.4444444444444444
1-1710,3,553.2229922214758,1326.115905389091,3.2939172250321747,10.849890685363663,1,0,160.09186409164622,-188.70101625187343,2.0,333.52915805365615,-235.83126399925186,0.5714285714285714
